sessions_ttl,clicks_avg,cancellations_ttl,flights_booked_ttl,hotels_booked_ttl,nightsPerTrip_avg,lead_time_flight_days_avg,lead_time_flight_days_std,business_weekday_rate,hotel_discount_proportion_avg,hotel_discount_amount_avg,winter_escape_rate,recency_days_flight,unique_destinations_count,winter_travel_rate,summer_travel_rate,hotel_price_avg,tropics_rate,trips_per_active_month,revenue_total_user,total_discount_savings,climate_segment_mode_kalt_reise,climate_segment_mode_klimaneutral,climate_segment_mode_tropen_reise,climate_segment_mode_warm_reise,distance_category_mode_global,distance_category_mode_lokal,distance_category_mode_regional,user_id,segment_final
8,59.625,1,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,545.0,1.0,1.0,0.0,0.0,0.0,1.0,585.03,29.2515,False,True,False,False,False,True,False,524448,Local Eco Travelers
8,14.875,0,2.0,3.0,3.333333333333333,7.5,2.1213203435596424,1.0,0.3333333333333333,0.15,0.0,391.0,2.0,0.0,0.5,284.0,0.5,1.0,1903.06,319.0185,True,False,False,False,False,True,False,524473,VIP
8,8.375,0,1.0,0.0,0.0,169.0,0.0,1.0,0.0,0.0,0.0,242.0,1.0,0.0,0.0,0.0,0.0,1.0,4293.85,0.0,True,False,False,False,False,False,True,524484,VIP
9,20.22222222222222,0,2.0,3.0,1.6666666666666667,4.0,0.0,0.5,0.3333333333333333,0.1,0.0,363.0,2.0,0.5,0.5,250.0,0.5,1.0,1769.65,0.0,True,False,False,False,False,True,False,524511,Local Eco Travelers
9,13.11111111111111,0,2.0,3.0,3.6666666666666665,6.0,4.242640687119285,0.0,0.0,0.0,0.0,458.0,2.0,0.0,0.0,138.33333333333334,0.0,1.0,1373.79,44.05,True,False,False,False,True,False,False,524572,Global Frequent Travelers
8,9.125,0,2.0,0.0,0.0,102.0,134.35028842544403,0.5,0.0,0.0,0.0,168.0,2.0,1.0,0.0,0.0,0.0,1.0,925.51,38.2,True,False,False,False,True,False,False,524606,Global Frequent Travelers
8,16.125,0,5.0,3.0,2.6666666666666665,6.6,3.361547262794322,0.6,0.0,0.0,0.2,409.0,4.0,0.4,0.2,260.3333333333333,0.2,1.0,4053.17,0.0,True,False,False,False,False,False,True,524607,Frequent Traveler
8,25.625,0,3.0,3.0,2.333333333333333,7.0,1.0,0.6666666666666666,0.0,0.0,0.0,460.0,3.0,0.3333333333333333,0.0,161.33333333333334,0.3333333333333333,1.0,915.13,0.0,False,True,False,False,False,True,False,524615,Local Eco Travelers
10,12.6,0,3.0,3.0,1.6666666666666667,7.333333333333333,1.5275252316519468,0.0,0.3333333333333333,0.2,0.0,392.0,3.0,0.3333333333333333,0.3333333333333333,177.33333333333334,0.0,1.0,1762.09,0.0,True,False,False,False,False,False,True,524620,Regional Cold Travelers
8,15.75,0,3.0,3.0,2.333333333333333,9.333333333333334,1.5275252316519463,0.3333333333333333,0.0,0.0,0.3333333333333333,442.0,2.0,0.3333333333333333,0.0,148.33333333333334,0.6666666666666666,1.0,1557.56,0.0,False,False,True,False,False,True,False,524628,Tropics Lover
8,19.25,0,3.0,3.0,2.6666666666666665,7.666666666666667,0.5773502691896258,0.3333333333333333,0.0,0.0,0.0,470.0,3.0,0.3333333333333333,0.0,138.0,0.0,1.0,1486.13,0.0,True,False,False,False,False,False,True,524637,Regional Cold Travelers
8,11.75,0,2.0,2.0,6.5,7.5,4.949747468305833,0.0,0.0,0.0,0.0,457.0,2.0,0.5,0.0,470.5,0.0,1.0,1972.68,0.0,False,False,False,True,False,False,True,524644,Regional Cold Travelers
9,12.333333333333334,0,2.0,2.0,2.0,5.5,0.7071067811865476,1.0,0.0,0.0,0.0,481.0,2.0,0.5,0.0,239.5,0.0,1.0,603.75,0.0,False,True,False,False,False,True,False,524650,Local Eco Travelers
8,10.5,0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,436.0,1.0,0.0,0.0,32.0,0.0,1.0,807.34,0.0,True,False,False,False,False,False,True,524663,Regional Cold Travelers
10,14.9,0,4.0,5.0,2.6,8.0,3.559026084010437,0.5,0.2,0.05,0.0,431.0,4.0,0.5,0.0,134.8,0.0,1.0,1842.18,0.0,False,True,False,False,False,True,False,524668,Local Eco Travelers
8,26.25,0,2.0,2.0,2.0,4.5,0.7071067811865476,1.0,0.0,0.0,0.0,377.0,2.0,0.5,0.5,209.5,0.0,1.0,1407.07,0.0,True,False,False,False,False,True,False,524682,Local Eco Travelers
8,20.0,0,3.0,3.0,1.6666666666666667,6.0,1.0,0.6666666666666666,0.3333333333333333,0.05,0.3333333333333333,408.0,3.0,0.6666666666666666,0.3333333333333333,124.0,0.3333333333333333,1.5,1050.82,19.0915,True,False,False,False,False,True,False,524722,Local Eco Travelers
8,10.125,0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,539.0,1.0,1.0,0.0,0.0,0.0,1.0,286.09,0.0,True,False,False,False,True,False,False,524728,Global Frequent Travelers
9,14.77777777777778,0,1.0,1.0,3.0,9.0,0.0,1.0,1.0,0.1,0.0,476.0,1.0,0.0,0.0,103.0,0.0,1.0,435.5,0.0,True,False,False,False,False,False,True,524739,Regional Cold Travelers
9,11.11111111111111,0,2.0,2.0,1.5,6.0,2.8284271247461903,0.5,0.5,0.1,0.0,419.0,2.0,0.5,0.0,116.5,0.0,1.0,1332.57,23.926,False,True,False,False,False,True,False,524766,Local Eco Travelers
9,6.777777777777778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,524797,Dormant Users
8,18.875,0,2.0,3.0,1.3333333333333333,6.5,3.5355339059327378,0.0,0.0,0.0,0.0,525.0,2.0,1.0,0.0,196.3333333333333,0.0,1.0,1349.29,13.302,True,False,False,False,False,True,False,524805,Local Eco Travelers
8,10.375,0,3.0,3.0,1.3333333333333333,8.0,3.605551275463989,0.0,0.3333333333333333,0.2,0.3333333333333333,379.0,3.0,0.3333333333333333,0.6666666666666666,180.0,0.3333333333333333,1.0,1843.51,0.0,True,False,False,False,True,False,False,524807,Global Frequent Travelers
8,36.125,1,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,490.0,1.0,0.0,0.0,0.0,0.0,1.0,142.88,0.0,False,True,False,False,False,True,False,524821,Local Eco Travelers
8,20.625,0,2.0,2.0,1.5,8.5,3.5355339059327378,0.0,0.5,0.05,0.0,485.0,2.0,0.5,0.0,210.5,0.0,1.0,821.94,13.2375,True,False,False,False,False,True,False,524834,Local Eco Travelers
9,7.888888888888889,0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,148.0,0.0,False,False,False,False,False,False,False,524842,Dormant Users
8,14.75,0,2.0,3.0,6.0,9.0,2.8284271247461903,0.5,0.6666666666666666,0.125,0.0,380.0,2.0,0.0,0.5,142.66666666666666,0.0,1.0,1487.19,0.0,False,False,False,True,False,False,True,524849,Regional Cold Travelers
9,16.11111111111111,0,3.0,4.0,4.5,6.0,1.0,0.6666666666666666,0.0,0.0,0.0,493.0,3.0,0.6666666666666666,0.0,167.75,0.0,1.5,1928.41,0.0,False,False,False,True,True,False,False,524861,Global Frequent Travelers
8,9.875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,524880,Dormant Users
8,8.625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,524885,Dormant Users
10,12.8,0,3.0,3.0,3.6666666666666665,6.0,1.0,0.6666666666666666,0.0,0.0,0.0,379.0,3.0,0.3333333333333333,0.6666666666666666,298.6666666666667,0.0,1.0,1304.39,0.0,False,True,False,False,False,True,False,524895,Local Eco Travelers
8,16.0,0,3.0,3.0,2.333333333333333,6.333333333333333,1.1547005383792517,0.3333333333333333,0.0,0.0,0.0,512.0,2.0,1.0,0.0,98.66666666666669,0.0,1.5,1269.09,0.0,False,True,False,False,False,True,False,524909,Local Eco Travelers
9,10.666666666666666,0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,409.0,0.0,False,False,False,False,False,False,False,524913,Dormant Users
8,9.625,0,3.0,1.0,1.0,6.0,3.0,0.3333333333333333,0.0,0.0,0.0,449.0,3.0,0.3333333333333333,0.0,69.0,0.0,1.0,2152.24,0.0,False,True,False,False,False,True,False,524923,Local Eco Travelers
8,15.125,0,4.0,3.0,3.333333333333333,7.75,3.593976442141304,0.75,0.0,0.0,0.0,428.0,4.0,0.5,0.0,214.0,0.25,1.0,3696.27,196.947,False,True,False,False,False,True,False,524926,VIP
9,14.22222222222222,0,4.0,4.0,2.5,3.75,0.4999999999999999,0.25,0.25,0.15,0.0,448.0,4.0,0.75,0.0,302.0,0.0,1.3333333333333333,3129.56,14.7785,True,False,False,False,False,False,True,524929,VIP
8,14.0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0,0.0,617.0,0.0,False,False,False,False,False,False,False,524940,Dormant Users
8,34.0,1,2.0,2.0,1.5,8.5,4.949747468305833,0.5,0.0,0.0,0.0,373.0,2.0,0.5,0.5,97.0,0.0,1.0,913.05,83.047,False,True,False,False,False,True,False,524980,VIP
8,42.375,1,1.0,2.0,2.0,8.0,0.0,0.0,0.5,0.05,1.0,534.0,1.0,1.0,0.0,150.5,1.0,1.0,511.48,0.0,False,False,True,False,False,False,True,525022,Winter Escaper
8,11.125,0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,400.0,1.0,0.0,1.0,132.5,0.0,1.0,893.0,0.0,False,True,False,False,False,True,False,525034,Local Eco Travelers
9,13.333333333333334,0,3.0,3.0,1.3333333333333333,5.666666666666667,1.5275252316519463,0.3333333333333333,0.0,0.0,0.0,407.0,3.0,0.3333333333333333,0.3333333333333333,128.0,0.0,1.0,1471.9299999999998,0.0,True,False,False,False,False,False,True,525043,Regional Cold Travelers
8,18.875,0,3.0,3.0,1.3333333333333333,5.666666666666667,0.5773502691896258,0.3333333333333333,0.3333333333333333,0.05,0.0,472.0,3.0,0.6666666666666666,0.0,125.66666666666669,0.0,1.0,1895.42,84.0825,False,False,False,True,False,False,True,525053,VIP
8,14.5,0,4.0,4.0,3.5,6.75,2.753785273643051,0.25,0.5,0.2749999999999999,0.25,369.0,4.0,0.5,0.25,185.0,0.25,1.0,3487.32,0.0,False,True,False,False,False,True,False,525056,VIP
9,12.77777777777778,0,1.0,4.0,8.75,7.0,0.0,0.0,0.25,0.1,0.0,478.0,1.0,0.0,0.0,108.75,0.0,1.0,1391.27,47.813500000000005,False,False,False,True,True,False,False,525081,Global Frequent Travelers
9,13.444444444444445,0,4.0,4.0,2.75,7.25,2.217355782608345,0.75,0.0,0.0,0.0,361.0,3.0,0.5,0.25,178.0,0.0,1.0,4175.95,64.69850000000001,True,False,False,False,False,False,True,525089,VIP
8,22.25,0,4.0,5.0,9.8,8.25,2.8722813232690143,0.25,0.2,0.15,0.0,386.0,3.0,0.25,0.25,180.4,0.0,1.0,2313.29,83.842,True,False,False,False,False,True,False,525102,VIP
8,14.625,0,1.0,1.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,501.0,1.0,0.0,0.0,122.0,0.0,1.0,356.54,0.0,True,False,False,False,False,False,True,525106,Regional Cold Travelers
9,17.11111111111111,0,2.0,2.0,1.0,7.5,3.5355339059327378,0.0,0.0,0.0,0.5,493.0,2.0,0.5,0.0,241.5,0.5,1.0,1369.63,0.0,False,False,True,False,True,False,False,525168,Global Frequent Travelers
8,12.875,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,203.0,0.0,False,False,False,False,False,False,False,525175,Dormant Users
8,28.25,0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,536.0,1.0,1.0,0.0,244.0,0.0,1.0,361.16,0.0,True,False,False,False,False,False,True,525176,Regional Cold Travelers
8,18.125,0,3.0,5.0,3.8,6.666666666666667,2.309401076758503,0.3333333333333333,0.0,0.0,0.0,402.0,3.0,0.0,0.3333333333333333,78.4,0.0,1.0,2310.41,0.0,False,True,False,False,False,True,False,525201,Local Eco Travelers
8,19.875,0,2.0,3.0,3.0,6.5,0.7071067811865476,0.0,0.3333333333333333,0.1,0.0,470.0,2.0,0.0,0.0,213.0,0.0,1.0,1455.33,0.0,True,False,False,False,False,False,True,525212,Regional Cold Travelers
8,23.75,0,4.0,5.0,2.8,5.75,0.5,0.25,0.0,0.0,0.0,368.0,4.0,0.5,0.25,200.6,0.0,1.0,2517.2200000000003,0.0,True,False,False,False,False,True,False,525227,Local Eco Travelers
8,37.25,1,2.0,3.0,4.666666666666667,6.0,1.4142135623730951,0.0,0.3333333333333333,0.05,0.0,526.0,2.0,1.0,0.0,296.0,0.0,1.0,1807.25,43.052,True,False,False,False,False,True,False,525234,Local Eco Travelers
9,27.55555555555556,0,1.0,2.0,2.5,7.0,0.0,0.0,0.5,0.1,0.0,526.0,1.0,1.0,0.0,425.0,0.0,1.0,1248.97,0.0,True,False,False,False,False,False,True,525244,Regional Cold Travelers
9,20.33333333333333,0,3.0,3.0,1.6666666666666667,10.333333333333334,6.658328118479393,0.6666666666666666,0.3333333333333333,0.1,0.0,365.0,3.0,0.3333333333333333,0.3333333333333333,117.33333333333331,0.0,1.0,1747.88,39.636,False,True,False,False,False,True,False,525265,Local Eco Travelers
8,20.875,0,5.0,5.0,3.8,5.2,1.9235384061671343,0.0,0.0,0.0,0.2,408.0,5.0,0.6,0.2,108.4,0.2,1.25,1995.36,29.743,False,True,False,False,False,True,False,525281,Frequent Traveler
8,20.75,0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,537.0,1.0,1.0,0.0,191.0,0.0,1.0,573.98,0.0,True,False,False,False,True,False,False,525308,Global Frequent Travelers
8,11.5,0,2.0,2.0,5.0,6.0,1.4142135623730951,1.0,0.0,0.0,0.0,495.0,2.0,0.5,0.0,206.0,0.0,1.0,1143.94,0.0,True,False,False,False,False,True,False,525323,Local Eco Travelers
8,43.625,1,4.0,4.0,4.75,6.0,1.1547005383792517,0.75,0.0,0.0,0.0,374.0,2.0,0.5,0.25,201.5,0.0,1.0,1749.8,30.6855,False,True,False,False,False,True,False,525332,Local Eco Travelers
8,23.0,0,3.0,3.0,1.6666666666666667,7.333333333333333,3.214550253664318,0.6666666666666666,0.0,0.0,0.0,465.0,2.0,0.3333333333333333,0.0,399.0,0.0,1.0,3220.48,0.0,True,False,False,False,False,False,True,525356,VIP
9,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,525377,Dormant Users
8,7.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,525379,Dormant Users
9,12.11111111111111,0,2.0,2.0,3.5,6.5,2.1213203435596424,1.0,0.5,0.05,0.0,447.0,2.0,0.0,0.0,87.0,0.0,1.0,784.89,0.0,True,False,False,False,False,False,True,525389,Regional Cold Travelers
8,15.0,0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,528.0,1.0,1.0,0.0,249.0,0.0,1.0,935.15,0.0,True,False,False,False,False,False,True,525405,Regional Cold Travelers
8,19.75,0,4.0,4.0,1.75,9.5,4.123105625617661,0.0,0.0,0.0,0.0,437.0,3.0,0.5,0.0,154.0,0.0,1.0,1220.38,0.0,False,True,False,False,False,True,False,525410,Local Eco Travelers
9,16.77777777777778,0,3.0,3.0,3.0,10.333333333333334,0.5773502691896255,0.3333333333333333,0.3333333333333333,0.15,0.0,409.0,3.0,0.3333333333333333,0.3333333333333333,104.66666666666669,0.0,1.0,1648.6,0.0,False,False,False,True,False,False,True,525415,Regional Cold Travelers
9,34.111111111111114,1,3.0,4.0,4.0,7.666666666666667,1.5275252316519463,1.0,0.5,0.125,0.0,356.0,1.0,0.3333333333333333,0.3333333333333333,155.0,0.0,1.0,2505.7200000000003,0.0,True,False,False,False,False,False,True,525447,Regional Cold Travelers
10,33.0,1,1.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,529.0,1.0,1.0,0.0,116.0,0.0,1.0,1654.87,0.0,True,False,False,False,False,False,True,525488,Regional Cold Travelers
8,18.625,0,4.0,4.0,3.75,5.75,1.2583057392117916,0.75,0.25,0.05,0.0,418.0,3.0,0.5,0.0,132.5,0.0,1.0,1024.45,0.0,False,True,False,False,False,True,False,525515,Local Eco Travelers
8,15.25,0,3.0,3.0,3.6666666666666665,6.0,1.0,0.6666666666666666,0.0,0.0,0.0,432.0,2.0,0.6666666666666666,0.0,442.0,0.0,1.0,2295.25,0.0,True,False,False,False,False,False,True,525529,Regional Cold Travelers
8,20.25,0,4.0,6.0,5.833333333333333,7.25,1.5,1.0,0.1666666666666666,0.05,0.0,355.0,4.0,0.5,0.25,141.66666666666666,0.25,1.0,1821.44,0.0,False,True,False,False,False,True,False,525546,Local Eco Travelers
9,22.666666666666668,1,2.0,2.0,1.5,7.5,0.7071067811865476,0.5,0.0,0.0,0.0,399.0,2.0,0.5,0.5,101.5,0.0,1.0,1180.52,0.0,True,False,False,False,False,False,True,525555,Regional Cold Travelers
8,14.875,0,2.0,3.0,16.0,6.5,3.5355339059327378,0.5,0.0,0.0,0.0,391.0,2.0,0.0,0.5,120.33333333333331,0.5,1.0,1298.78,0.0,True,False,False,False,False,False,True,525591,Regional Cold Travelers
8,19.0,1,4.0,4.0,2.5,7.0,1.414213562373095,0.25,0.25,0.05,0.0,441.0,4.0,0.25,0.0,199.5,0.0,1.0,2808.57,0.0,False,True,False,False,False,True,False,525610,VIP
8,23.25,0,4.0,5.0,5.4,7.0,3.265986323710904,0.5,0.0,0.0,0.0,356.0,2.0,0.75,0.25,155.2,0.0,1.3333333333333333,2369.69,0.0,True,False,False,False,True,False,False,525611,Global Frequent Travelers
8,18.875,0,5.0,5.0,2.4,6.8,1.6431676725154982,0.6,0.2,0.05,0.0,384.0,5.0,0.2,0.2,140.0,0.0,1.0,2273.25,18.5,False,True,False,False,False,True,False,525615,Frequent Traveler
8,35.25,1,1.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,534.0,1.0,1.0,0.0,83.5,0.0,1.0,1602.03,0.0,True,False,False,False,False,False,True,525631,Regional Cold Travelers
8,13.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,525647,Dormant Users
8,31.125,0,4.0,3.0,2.0,8.0,1.4142135623730951,0.5,0.3333333333333333,0.05,0.0,360.0,4.0,0.5,0.25,94.0,0.0,1.0,2467.34,0.0,True,False,False,False,False,True,False,525671,Local Eco Travelers
8,14.5,0,3.0,3.0,3.0,8.333333333333334,1.5275252316519468,0.0,0.3333333333333333,0.1,0.0,443.0,3.0,0.3333333333333333,0.0,308.3333333333333,0.0,1.0,3234.4700000000003,73.102,True,False,False,False,True,False,False,525684,VIP
8,15.125,0,3.0,4.0,6.0,8.666666666666666,3.055050463303893,0.6666666666666666,0.25,0.1,0.0,452.0,3.0,0.6666666666666666,0.0,140.0,0.0,1.0,1577.51,22.602000000000004,True,False,False,False,False,False,True,525716,Regional Cold Travelers
9,20.444444444444443,0,5.0,4.0,1.25,9.4,3.5071355833500366,0.4,0.25,0.05,0.0,376.0,4.0,0.4,0.2,219.75,0.0,1.0,2393.24,28.938,False,True,False,False,False,True,False,525722,Frequent Traveler
8,15.25,0,1.0,2.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,491.0,1.0,0.0,0.0,176.0,1.0,1.0,583.85,0.0,False,False,True,False,False,True,False,525734,Tropics Lover
9,6.444444444444445,0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,129.0,0.0,False,False,False,False,False,False,False,525761,Dormant Users
8,28.25,0,5.0,5.0,5.2,5.8,0.8366600265340755,0.2,0.0,0.0,0.0,359.0,5.0,0.4,0.4,228.0,0.0,1.0,2471.78,0.0,True,False,False,False,False,False,True,525769,Frequent Traveler
9,16.88888888888889,0,3.0,4.0,3.25,6.666666666666667,2.081665999466133,0.6666666666666666,0.25,0.2,0.0,508.0,2.0,1.0,0.0,142.75,0.0,1.5,1913.74,0.0,False,True,False,False,False,True,False,525789,Local Eco Travelers
10,19.6,0,2.0,4.0,2.25,7.0,2.8284271247461903,0.5,0.0,0.0,0.0,482.0,2.0,0.0,0.0,108.0,0.5,2.0,972.45,0.0,True,False,False,False,False,False,True,525804,Regional Cold Travelers
8,16.375,0,2.0,1.0,8.0,6.0,1.4142135623730951,0.5,0.0,0.0,0.0,430.0,2.0,0.5,0.0,214.0,0.0,1.0,631.39,0.0,False,True,False,False,False,True,False,525806,Local Eco Travelers
9,13.333333333333334,0,2.0,1.0,8.0,5.5,2.1213203435596424,0.5,0.0,0.0,0.0,473.0,2.0,0.0,0.0,269.0,0.0,2.0,1650.6799999999998,65.864,True,False,False,False,False,True,False,525824,Local Eco Travelers
8,15.0,0,2.0,3.0,4.0,5.0,1.4142135623730951,0.5,0.0,0.0,0.0,514.0,2.0,1.0,0.0,212.3333333333333,0.0,1.0,827.23,0.0,True,False,False,False,False,True,False,525842,Local Eco Travelers
8,59.875,1,3.0,3.0,2.0,6.333333333333333,2.516611478423583,0.0,0.0,0.0,0.0,470.0,3.0,0.3333333333333333,0.0,221.0,0.0,1.0,1318.24,0.0,False,True,False,False,False,True,False,525844,Local Eco Travelers
9,10.11111111111111,0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,0.0,False,False,False,False,False,False,False,525848,Dormant Users
9,14.666666666666666,0,2.0,2.0,1.0,7.5,0.7071067811865476,0.0,0.0,0.0,0.0,364.0,2.0,0.5,0.5,189.5,0.0,1.0,1227.95,0.0,True,False,False,False,False,False,True,525864,Regional Cold Travelers
8,15.0,0,4.0,4.0,3.5,8.25,2.0615528128088303,0.5,0.0,0.0,0.25,405.0,3.0,0.5,0.25,224.5,0.5,1.0,1550.21,0.0,False,False,True,False,False,False,True,525879,Regional Cold Travelers
8,19.75,0,3.0,4.0,3.25,7.0,1.0,0.0,0.0,0.0,0.0,422.0,3.0,0.3333333333333333,0.0,169.25,0.3333333333333333,1.0,2223.05,0.0,True,False,False,False,False,True,False,525920,Local Eco Travelers
8,17.75,0,4.0,4.0,1.25,8.0,1.8257418583505527,0.5,0.25,0.15,0.0,376.0,4.0,0.25,0.25,142.75,0.0,1.3333333333333333,1858.88,45.359,True,False,False,False,True,False,False,525975,Global Frequent Travelers
9,20.55555555555556,0,4.0,6.0,3.333333333333333,8.25,3.0956959368344514,0.5,0.1666666666666666,0.05,0.0,385.0,4.0,0.25,0.25,198.3333333333333,0.0,1.0,2357.24,0.0,True,False,False,False,False,True,False,525996,Local Eco Travelers
8,7.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,526032,Dormant Users
8,10.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,526036,Dormant Users
8,21.375,0,4.0,4.0,6.0,8.25,2.217355782608345,0.75,0.25,0.05,0.0,383.0,4.0,0.25,0.25,243.5,0.0,1.0,2108.52,96.192,True,False,False,False,False,True,False,526062,VIP
8,11.625,0,3.0,1.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,357.0,3.0,0.3333333333333333,0.3333333333333333,170.0,0.0,1.0,1142.69,57.713,True,False,False,False,False,False,True,526079,Regional Cold Travelers
8,15.875,0,3.0,3.0,1.3333333333333333,7.666666666666667,2.081665999466133,0.0,0.0,0.0,0.0,483.0,3.0,0.6666666666666666,0.0,92.33333333333331,0.0,1.0,1928.58,0.0,True,False,False,False,False,False,True,526084,Regional Cold Travelers
8,15.625,0,4.0,4.0,4.75,5.5,1.914854215512676,0.75,0.0,0.0,0.0,447.0,4.0,0.5,0.0,163.25,0.25,1.3333333333333333,2680.58,301.9585,True,False,False,False,False,False,True,526102,VIP
8,18.75,0,5.0,4.0,3.5,7.0,1.8708286933869709,0.6,0.25,0.05,0.4,375.0,5.0,0.4,0.2,283.5,0.6,1.6666666666666667,2950.5,63.4365,False,False,True,False,False,False,True,526144,Frequent Traveler
8,15.25,0,3.0,3.0,3.0,6.0,1.0,0.3333333333333333,0.0,0.0,0.0,366.0,3.0,0.6666666666666666,0.3333333333333333,110.66666666666669,0.0,1.0,805.29,0.0,False,True,False,False,False,True,False,526154,Local Eco Travelers
8,9.625,0,1.0,2.0,3.5,9.0,0.0,0.0,0.5,0.1,0.0,534.0,1.0,1.0,0.0,94.0,0.0,1.0,555.9,18.395,True,False,False,False,False,False,True,526174,Regional Cold Travelers
9,15.555555555555555,0,5.0,4.0,3.75,6.8,2.7748873851023217,0.6,0.0,0.0,0.0,425.0,5.0,0.4,0.0,142.0,0.2,1.0,2194.08,0.0,True,False,False,False,False,False,True,526179,Frequent Traveler
8,9.625,0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,439.0,0.0,False,False,False,False,False,False,False,526184,Dormant Users
9,43.11111111111112,1,3.0,2.0,8.5,8.666666666666666,4.041451884327381,0.3333333333333333,0.0,0.0,0.3333333333333333,357.0,3.0,0.3333333333333333,0.3333333333333333,124.0,0.3333333333333333,1.0,938.59,47.642,False,True,False,False,False,True,False,526203,Local Eco Travelers
8,21.625,0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,443.0,1.0,0.0,0.0,164.0,0.0,1.0,735.03,0.0,True,False,False,False,False,False,True,526206,Regional Cold Travelers
8,15.75,0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,360.0,1.0,0.0,1.0,145.0,0.0,1.0,523.52,56.778,False,True,False,False,False,True,False,526221,Local Eco Travelers
8,13.625,0,2.0,2.0,2.0,8.0,2.8284271247461903,0.5,0.0,0.0,0.0,469.0,1.0,0.5,0.0,202.5,0.0,1.0,1478.71,0.0,False,True,False,False,False,True,False,526235,Local Eco Travelers
9,10.555555555555555,0,1.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,353.0,1.0,0.0,1.0,76.0,0.0,1.0,780.62,0.0,True,False,False,False,False,False,True,526239,Regional Cold Travelers
8,17.75,0,6.0,6.0,1.5,7.333333333333333,3.3862466931200785,0.5,0.1666666666666666,0.1,0.0,359.0,6.0,0.5,0.1666666666666666,263.1666666666667,0.0,1.2,4657.66,0.0,True,False,False,False,False,True,False,526256,Frequent Traveler
9,21.11111111111111,0,3.0,3.0,3.0,8.666666666666666,1.1547005383792517,0.0,0.0,0.0,0.0,375.0,3.0,0.6666666666666666,0.3333333333333333,140.66666666666666,0.0,1.0,1307.88,0.0,True,False,False,False,False,True,False,526258,Local Eco Travelers
8,17.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,526291,Dormant Users
