sessions_ttl,clicks_avg,cancellations_ttl,flights_booked_ttl,hotels_booked_ttl,nightsPerTrip_avg,lead_time_flight_days_avg,lead_time_flight_days_std,business_weekday_rate,hotel_discount_proportion_avg,hotel_discount_amount_avg,winter_escape_rate,recency_days_flight,unique_destinations_count,winter_travel_rate,summer_travel_rate,hotel_price_avg,tropics_rate,trips_per_active_month,revenue_total_user,total_discount_savings,climate_segment_mode_kalt_reise,climate_segment_mode_klimaneutral,climate_segment_mode_tropen_reise,climate_segment_mode_warm_reise,distance_category_mode_global,distance_category_mode_lokal,distance_category_mode_regional,segment_rule,user_id
8,13.375,0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,507.0,1.0,1.0,0.0,285.0,0.0,1.0,789.1700000000001,0.0,True,False,False,False,False,False,True,None,518450
8,16.875,0,3.0,4.0,4.0,8.0,3.4641016151377544,0.3333333333333333,0.25,0.05,0.3333333333333333,496.0,3.0,0.6666666666666666,0.0,169.25,0.3333333333333333,1.5,2527.57,99.1925,True,False,False,False,False,False,True,VIP,518480
8,18.75,0,2.0,2.0,10.5,6.5,0.7071067811865476,0.5,0.0,0.0,0.0,492.0,2.0,0.5,0.0,206.0,0.0,1.0,807.2,26.7575,False,True,False,False,False,True,False,None,518495
11,15.454545454545457,0,3.0,3.0,3.6666666666666665,7.666666666666667,1.5275252316519463,0.0,0.0,0.0,0.0,513.0,3.0,1.0,0.0,164.66666666666666,0.0,1.5,1365.43,0.0,True,False,False,False,False,False,True,None,518516
8,21.625,0,5.0,5.0,2.6,5.6,1.8165902124584952,0.2,0.0,0.0,0.2,399.0,5.0,0.6,0.2,296.6,0.2,1.25,3356.48,37.335,True,False,False,False,False,False,True,Frequent Traveler,518526
8,25.25,0,5.0,5.0,3.2,6.4,2.701851217221259,0.6,0.2,0.1,0.0,427.0,5.0,0.4,0.0,189.6,0.0,1.6666666666666667,3282.35,155.37599999999998,False,False,False,True,False,False,True,Frequent Traveler,518527
8,13.125,0,3.0,1.0,1.0,7.0,3.605551275463989,0.0,0.0,0.0,0.3333333333333333,521.0,3.0,1.0,0.0,76.0,0.3333333333333333,1.5,1468.67,52.848000000000006,True,False,False,False,False,False,True,None,518533
9,17.77777777777778,0,2.0,2.0,3.5,7.0,1.4142135623730951,0.0,0.5,0.05,0.0,464.0,2.0,0.0,0.0,156.5,0.0,1.0,1086.6,0.0,True,False,False,False,False,False,True,None,518535
8,12.75,0,3.0,2.0,5.5,8.0,3.0,0.3333333333333333,0.0,0.0,0.0,473.0,2.0,0.3333333333333333,0.0,165.5,0.0,1.5,2431.52,109.707,True,False,False,False,False,False,True,VIP,518541
9,13.333333333333334,0,1.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,545.0,1.0,1.0,0.0,53.0,0.0,1.0,275.33000000000004,0.0,False,True,False,False,False,True,False,None,518567
8,13.75,0,2.0,3.0,4.0,10.5,0.7071067811865476,0.5,0.0,0.0,0.0,461.0,2.0,0.0,0.0,97.0,0.0,1.0,1308.34,0.0,False,False,False,True,False,False,True,None,518579
8,25.0,0,3.0,3.0,8.0,97.66666666666669,157.925087726217,1.0,0.0,0.0,0.3333333333333333,103.0,3.0,0.6666666666666666,0.0,304.0,0.6666666666666666,1.5,6002.2,0.0,False,False,True,False,False,False,True,Tropics Lover,518582
8,18.125,0,3.0,3.0,2.333333333333333,6.333333333333333,2.081665999466133,0.6666666666666666,0.0,0.0,0.0,481.0,2.0,0.6666666666666666,0.0,161.33333333333334,0.0,1.0,1726.04,69.87599999999999,True,False,False,False,False,False,True,VIP,518585
8,19.25,0,5.0,6.0,2.6666666666666665,6.6,2.701851217221259,0.6,0.3333333333333333,0.1,0.0,467.0,5.0,0.6,0.0,147.66666666666666,0.2,1.25,1990.63,0.0,True,False,False,False,False,False,True,Frequent Traveler,518612
8,9.875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,518628
8,33.0,1,4.0,4.0,1.25,6.25,2.217355782608345,0.5,0.0,0.0,0.25,490.0,4.0,0.75,0.0,135.5,0.5,1.3333333333333333,1491.04,0.0,False,True,False,False,False,True,False,None,518629
8,14.0,0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,541.0,1.0,1.0,0.0,96.0,1.0,1.0,329.1,0.0,False,False,True,False,False,True,False,Winter Escaper,518639
9,10.77777777777778,0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,297.0,0.0,False,False,False,False,False,False,False,None,518642
8,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,518645
8,16.5,0,1.0,2.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,536.0,1.0,1.0,0.0,290.5,0.0,1.0,1255.92,0.0,True,False,False,False,False,False,True,None,518694
8,12.0,0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,False,False,False,False,False,False,False,None,518696
9,20.444444444444443,0,1.0,2.0,2.5,7.0,0.0,1.0,0.0,0.0,0.0,529.0,1.0,1.0,0.0,328.0,0.0,1.0,1085.92,0.0,True,False,False,False,False,False,True,None,518711
8,17.75,0,1.0,2.0,10.0,10.0,0.0,0.0,0.5,0.3,0.0,366.0,1.0,0.0,1.0,177.0,0.0,1.0,982.5,0.0,False,True,False,False,False,True,False,None,518716
8,25.375,0,4.0,3.0,1.6666666666666667,6.0,0.816496580927726,0.75,0.3333333333333333,0.05,0.0,355.0,4.0,0.5,0.5,81.0,0.0,1.3333333333333333,1574.74,0.0,False,True,False,False,False,True,False,None,518722
8,10.125,0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,545.0,1.0,1.0,0.0,0.0,0.0,1.0,638.91,0.0,True,False,False,False,False,False,True,None,518726
8,10.125,0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,238.0,0.0,False,False,False,False,False,False,False,None,518735
8,18.75,0,3.0,3.0,4.0,6.333333333333333,3.214550253664318,0.0,0.0,0.0,0.0,358.0,3.0,0.3333333333333333,0.3333333333333333,167.33333333333334,0.0,1.0,2293.75,0.0,False,True,False,False,False,True,False,None,518743
8,16.75,0,2.0,2.0,2.0,6.0,0.0,0.5,0.0,0.0,0.0,457.0,2.0,0.5,0.0,116.5,0.0,1.0,1562.6,18.856,False,True,False,False,False,True,False,None,518747
8,21.125,0,5.0,3.0,1.0,7.4,1.51657508881031,0.8,0.3333333333333333,0.1,0.2,361.0,4.0,0.4,0.2,320.0,0.2,1.6666666666666667,2801.95,0.0,True,False,False,False,False,False,True,Frequent Traveler,518751
8,32.375,1,2.0,2.0,3.5,5.5,2.1213203435596424,0.5,0.0,0.0,0.0,523.0,2.0,1.0,0.0,137.0,0.0,1.0,1508.69,0.0,True,False,False,False,False,False,True,None,518756
8,13.125,0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,545.0,1.0,1.0,0.0,257.0,0.0,1.0,479.37,0.0,False,True,False,False,False,True,False,None,518826
8,25.75,0,2.0,4.0,5.0,8.5,0.7071067811865476,0.5,0.0,0.0,0.0,485.0,2.0,0.5,0.0,354.5,0.0,1.0,2345.21,58.3125,True,False,False,False,False,False,True,None,518827
8,16.125,0,3.0,3.0,2.6666666666666665,7.0,3.0,0.6666666666666666,0.0,0.0,0.6666666666666666,510.0,2.0,1.0,0.0,170.0,0.6666666666666666,1.5,1652.97,0.0,False,False,True,False,False,True,False,Tropics Lover,518865
8,14.5,0,3.0,3.0,2.333333333333333,7.333333333333333,4.041451884327381,0.3333333333333333,0.0,0.0,0.0,477.0,3.0,0.6666666666666666,0.0,134.66666666666666,0.3333333333333333,1.0,2278.88,0.0,True,False,False,False,False,False,True,None,518866
8,14.375,0,2.0,2.0,2.0,7.0,4.242640687119285,0.5,0.5,0.05,0.0,358.0,2.0,0.0,0.5,136.0,0.0,1.0,2118.94,0.0,True,False,False,False,False,False,True,None,518867
8,14.75,0,2.0,3.0,3.333333333333333,6.5,0.7071067811865476,0.5,0.0,0.0,0.0,493.0,2.0,0.5,0.0,109.33333333333331,0.0,1.0,1257.34,0.0,True,False,False,False,False,False,True,None,518870
8,12.625,0,3.0,1.0,2.0,8.333333333333334,0.5773502691896258,0.0,1.0,0.05,0.0,463.0,3.0,0.6666666666666666,0.0,44.0,0.0,1.0,1116.82,0.0,True,False,False,False,False,False,True,None,518894
8,38.375,1,2.0,3.0,10.666666666666666,7.0,1.4142135623730951,0.0,0.0,0.0,0.0,499.0,2.0,0.5,0.0,219.66666666666663,0.0,1.0,1292.77,0.0,True,False,False,False,False,True,False,None,518896
8,21.875,0,3.0,5.0,3.6,6.333333333333333,4.041451884327381,0.3333333333333333,0.2,0.15,0.0,410.0,3.0,0.6666666666666666,0.3333333333333333,145.6,0.0,1.0,1812.35,73.154,True,False,False,False,False,True,False,VIP,518907
8,13.625,0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,304.0,0.0,False,False,False,False,False,False,False,None,518922
8,15.625,0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,False,False,False,False,False,False,False,None,518925
8,9.625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,518931
8,13.5,0,3.0,3.0,3.0,6.666666666666667,2.081665999466133,0.3333333333333333,0.0,0.0,0.0,497.0,3.0,0.6666666666666666,0.0,144.33333333333334,0.3333333333333333,1.0,1584.67,340.41,True,False,False,False,False,False,True,VIP,518954
9,17.77777777777778,0,1.0,2.0,4.0,10.0,0.0,0.0,1.0,0.15,0.0,388.0,1.0,0.0,1.0,166.0,0.0,1.0,752.8399999999999,0.0,True,False,False,False,True,False,False,None,518956
8,9.125,0,2.0,2.0,2.5,5.5,0.7071067811865476,0.5,0.0,0.0,0.0,522.0,2.0,1.0,0.0,133.0,0.0,1.0,594.36,0.0,False,True,False,False,False,True,False,None,518963
9,15.666666666666666,0,2.0,2.0,1.0,4.0,0.0,0.5,0.0,0.0,0.0,504.0,2.0,1.0,0.0,69.5,0.0,2.0,791.3,59.887999999999984,True,False,False,False,False,False,True,None,518971
8,18.875,0,3.0,3.0,1.6666666666666667,7.666666666666667,0.5773502691896257,0.0,0.3333333333333333,0.1,0.0,367.0,3.0,0.6666666666666666,0.3333333333333333,149.0,0.0,1.5,1436.83,0.0,True,False,False,False,True,False,False,None,518998
8,16.625,0,2.0,3.0,10.333333333333334,5.5,0.7071067811865476,1.0,0.3333333333333333,0.1,0.0,417.0,2.0,0.5,0.0,183.66666666666663,0.0,1.0,1058.69,0.0,True,False,False,False,False,True,False,None,519014
8,14.625,0,2.0,2.0,2.0,8.5,2.1213203435596424,0.5,0.5,0.1,0.0,477.0,2.0,0.5,0.0,184.5,0.0,1.0,1705.3,83.19749999999999,True,False,False,False,False,False,True,VIP,519059
8,18.25,0,4.0,4.0,5.5,6.25,1.707825127659933,0.5,0.25,0.1,0.25,461.0,3.0,0.75,0.0,208.5,0.25,1.3333333333333333,2738.78,33.028,True,False,False,False,False,False,True,None,519079
8,15.75,0,3.0,2.0,5.0,63.333333333333336,90.66605391949808,0.6666666666666666,0.0,0.0,0.3333333333333333,293.0,3.0,0.3333333333333333,0.0,80.0,0.6666666666666666,1.0,3060.75,38.650000000000006,False,False,True,False,False,False,True,Tropics Lover,519089
8,11.25,0,1.0,2.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,508.0,1.0,1.0,0.0,159.0,0.0,1.0,1905.2,0.0,False,True,False,False,False,True,False,None,519091
8,19.125,0,2.0,2.0,3.0,8.0,0.0,0.5,0.5,0.05,0.0,436.0,2.0,0.0,0.0,129.5,0.5,1.0,734.58,59.217,True,False,False,False,False,True,False,None,519096
8,24.75,0,3.0,3.0,5.0,7.333333333333333,4.163331998932265,0.3333333333333333,0.0,0.0,0.0,428.0,3.0,0.3333333333333333,0.0,157.0,0.0,1.0,1754.85,24.422,True,False,False,False,False,True,False,None,519114
8,16.625,0,4.0,4.0,3.75,8.25,3.4034296427770228,0.5,0.25,0.05,0.25,463.0,4.0,0.5,0.0,189.5,0.25,1.0,1847.56,74.945,True,False,False,False,False,True,False,VIP,519117
9,12.0,0,3.0,3.0,2.6666666666666665,9.0,1.7320508075688772,0.6666666666666666,0.6666666666666666,0.05,0.3333333333333333,496.0,3.0,0.6666666666666666,0.0,191.66666666666663,0.3333333333333333,1.0,2082.23,0.0,True,False,False,False,False,False,True,None,519137
8,23.375,0,4.0,5.0,2.4,6.75,1.2583057392117916,0.5,0.0,0.0,0.0,384.0,4.0,0.5,0.25,163.6,0.0,1.3333333333333333,1453.71,0.0,False,True,False,False,False,True,False,None,519140
9,15.444444444444445,0,2.0,1.0,7.0,6.5,0.7071067811865476,0.0,0.0,0.0,0.0,437.0,2.0,0.5,0.0,62.0,0.0,1.0,1237.78,0.0,True,False,False,False,False,False,True,None,519171
8,28.375,0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,False,False,False,False,False,False,False,None,519191
8,14.625,0,2.0,2.0,1.5,5.5,0.7071067811865476,0.0,0.5,0.05,0.0,420.0,2.0,0.5,0.0,212.5,0.0,1.0,1416.5,0.0,True,False,False,False,False,False,True,None,519205
9,14.444444444444445,0,2.0,3.0,7.666666666666667,10.0,7.071067811865476,0.5,0.0,0.0,0.0,509.0,2.0,1.0,0.0,82.33333333333333,0.0,2.0,1019.61,0.0,True,False,False,False,False,False,True,None,519210
8,16.375,0,4.0,5.0,3.4,6.5,1.7320508075688772,0.25,0.0,0.0,0.0,414.0,4.0,0.5,0.0,103.8,0.0,1.0,2103.23,0.0,True,False,False,False,False,False,True,None,519211
8,15.75,0,1.0,1.0,9.0,225.0,0.0,0.0,1.0,0.05,0.0,190.0,1.0,1.0,0.0,205.0,0.0,1.0,545.75,0.0,True,False,False,False,False,False,True,None,519248
8,19.0,0,6.0,7.0,2.857142857142857,8.0,2.0,0.8333333333333334,0.1428571428571428,0.1,0.0,417.0,4.0,0.3333333333333333,0.0,158.14285714285714,0.1666666666666666,1.2,4475.17,0.0,True,False,False,False,False,False,True,Frequent Traveler,519254
8,22.125,0,2.0,3.0,1.3333333333333333,8.5,0.7071067811865476,1.0,0.0,0.0,0.0,361.0,2.0,0.0,0.5,255.66666666666663,0.0,1.0,1855.69,0.0,True,False,False,False,False,True,False,None,519260
9,10.22222222222222,0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,543.0,1.0,1.0,0.0,65.0,0.0,1.0,426.38,0.0,True,False,False,False,False,False,True,None,519267
8,17.5,0,3.0,4.0,3.5,6.666666666666667,0.5773502691896258,0.0,0.0,0.0,0.0,484.0,3.0,0.3333333333333333,0.0,86.5,0.3333333333333333,1.5,1966.17,0.0,True,False,False,False,False,False,True,None,519285
8,6.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519312
8,6.875,0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,414.0,1.0,0.0,0.0,226.0,0.0,1.0,708.88,0.0,False,True,False,False,False,True,False,None,519313
10,10.8,0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,336.0,0.0,False,False,False,False,False,False,False,None,519335
8,19.875,0,3.0,3.0,2.0,5.666666666666667,1.5275252316519463,0.0,0.3333333333333333,0.1,0.0,499.0,3.0,0.6666666666666666,0.0,141.66666666666666,0.0,1.0,1096.48,0.0,False,True,False,False,False,True,False,None,519348
8,12.875,0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,182.0,0.0,False,False,False,False,False,False,False,None,519353
9,14.444444444444445,0,5.0,4.0,1.75,6.8,0.8366600265340757,0.4,0.0,0.0,0.0,392.0,4.0,0.4,0.2,164.75,0.2,1.0,1348.71,1.3095,False,True,False,False,False,True,False,Frequent Traveler,519357
9,7.555555555555555,0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,540.0,1.0,1.0,0.0,198.0,1.0,1.0,405.24,0.0,False,False,True,False,False,True,False,Winter Escaper,519368
9,9.11111111111111,1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,228.0,0.0,False,False,False,False,False,False,False,None,519383
8,15.0,0,2.0,1.0,2.0,9.0,1.4142135623730951,0.0,0.0,0.0,0.0,527.0,2.0,1.0,0.0,131.0,0.0,1.0,962.25,43.91,True,False,False,False,False,False,True,None,519392
8,10.25,0,2.0,2.0,3.5,9.0,2.8284271247461903,0.5,0.0,0.0,0.0,471.0,2.0,0.5,0.0,74.5,0.0,1.0,1052.29,0.0,True,False,False,False,False,False,True,None,519393
8,11.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519406
8,16.5,0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,512.0,1.0,1.0,0.0,180.0,0.0,1.0,427.83,0.0,False,True,False,False,False,True,False,None,519412
9,8.444444444444445,0,1.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,544.0,1.0,1.0,0.0,288.0,0.0,1.0,583.76,0.0,True,False,False,False,True,False,False,None,519419
8,16.125,0,2.0,2.0,3.0,7.0,0.0,0.5,0.5,0.15,0.0,445.0,2.0,0.5,0.0,76.0,0.0,1.0,944.71,0.0,True,False,False,False,False,True,False,None,519430
8,14.625,0,4.0,3.0,5.0,6.75,1.707825127659933,0.0,0.0,0.0,0.0,374.0,4.0,0.75,0.25,169.0,0.0,1.3333333333333333,2217.98,0.0,True,False,False,False,False,True,False,None,519446
8,49.625,1,1.0,2.0,3.5,6.0,0.0,0.0,0.5,0.35,1.0,533.0,1.0,1.0,0.0,172.5,1.0,1.0,589.6,0.0,False,False,True,False,False,False,True,Winter Escaper,519469
8,13.5,0,3.0,3.0,8.333333333333334,7.333333333333333,3.214550253664318,0.0,0.3333333333333333,0.15,0.0,430.0,3.0,0.6666666666666666,0.0,108.0,0.0,1.0,1376.81,90.764,True,False,False,False,False,False,True,VIP,519515
8,12.125,0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,535.0,1.0,1.0,0.0,48.0,0.0,1.0,221.81,0.0,False,True,False,False,False,True,False,None,519529
9,13.444444444444445,0,3.0,3.0,1.6666666666666667,6.333333333333333,3.511884584284246,0.3333333333333333,0.0,0.0,0.0,362.0,3.0,0.3333333333333333,0.6666666666666666,108.0,0.0,1.0,1677.39,0.0,True,False,False,False,False,False,True,None,519532
8,13.5,0,2.0,2.0,1.5,7.5,0.7071067811865476,0.5,0.5,0.15,0.0,464.0,2.0,0.5,0.0,186.0,0.0,1.0,1350.64,0.0,True,False,False,False,False,True,False,None,519541
8,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519548
9,14.333333333333334,0,3.0,3.0,5.0,9.333333333333334,2.081665999466133,1.0,0.0,0.0,0.0,412.0,3.0,0.3333333333333333,0.0,280.3333333333333,0.0,1.0,2371.01,0.0,False,True,False,False,False,True,False,None,519554
8,6.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519561
8,14.875,0,4.0,3.0,2.6666666666666665,7.0,3.559026084010437,0.0,0.0,0.0,0.0,387.0,2.0,0.5,0.25,64.66666666666667,0.0,1.0,2319.71,77.33550000000001,True,False,False,False,False,False,True,VIP,519595
8,16.875,0,2.0,2.0,3.0,6.0,1.4142135623730951,1.0,0.0,0.0,0.5,531.0,2.0,1.0,0.0,118.5,0.5,1.0,1010.93,0.0,False,True,False,False,False,True,False,None,519596
8,12.25,0,3.0,3.0,3.333333333333333,7.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,503.0,3.0,1.0,0.0,126.66666666666669,0.3333333333333333,1.5,754.51,0.0,False,True,False,False,False,True,False,None,519604
8,18.5,0,3.0,3.0,4.0,5.666666666666667,2.081665999466133,0.0,0.0,0.0,0.0,442.0,3.0,0.6666666666666666,0.0,105.0,0.0,1.0,971.48,0.0,False,True,False,False,False,True,False,None,519626
8,22.25,0,6.0,6.0,2.0,6.833333333333333,2.9268868558020253,0.6666666666666666,0.1666666666666666,0.3,0.0,398.0,5.0,0.5,0.1666666666666666,156.5,0.0,1.2,2321.07,0.0,False,True,False,False,False,True,False,Frequent Traveler,519631
8,27.5,0,2.0,2.0,5.5,10.0,1.4142135623730951,0.5,0.5,0.1,0.0,470.0,2.0,0.5,0.0,157.0,0.0,1.0,729.99,0.0,True,False,False,False,False,True,False,None,519664
9,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519687
8,26.125,0,4.0,4.0,1.25,5.0,2.160246899469287,0.5,0.0,0.0,0.0,378.0,4.0,0.75,0.25,222.75,0.25,1.3333333333333333,2404.15,0.0,True,False,False,False,False,False,True,None,519694
8,16.0,0,2.0,3.0,2.333333333333333,6.0,0.0,0.5,0.0,0.0,0.0,468.0,2.0,0.5,0.0,210.66666666666663,0.0,1.0,1405.09,0.0,True,False,False,False,False,False,True,None,519695
8,11.625,0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0,False,False,False,False,False,False,False,None,519706
9,19.0,1,4.0,2.0,2.0,8.0,0.8164965809277263,0.5,0.0,0.0,0.0,439.0,4.0,0.5,0.0,225.5,0.0,1.0,1102.96,12.6295,False,True,False,False,False,True,False,None,519709
8,37.25,1,2.0,3.0,4.333333333333333,6.5,0.7071067811865476,1.0,0.0,0.0,0.0,510.0,2.0,1.0,0.0,135.66666666666666,0.0,1.0,834.78,0.0,False,True,False,False,False,True,False,None,519718
8,11.25,0,1.0,2.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,438.0,1.0,0.0,0.0,185.5,1.0,1.0,1542.92,0.0,False,False,True,False,False,False,True,Tropics Lover,519722
8,16.75,0,1.0,2.0,2.0,4.0,0.0,1.0,0.5,0.05,1.0,529.0,1.0,1.0,0.0,120.0,1.0,1.0,472.88,0.0,False,False,True,False,False,False,True,Winter Escaper,519725
8,9.125,0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,464.0,2.0,0.5,0.0,142.0,0.0,1.0,722.41,0.0,True,False,False,False,False,True,False,None,519726
8,37.125,1,5.0,5.0,3.6,7.6,1.140175425099138,0.8,0.2,0.05,0.0,369.0,2.0,0.2,0.4,156.2,0.0,1.0,2497.35,13.918,False,True,False,False,False,True,False,Frequent Traveler,519747
8,12.375,0,3.0,3.0,2.333333333333333,6.333333333333333,3.2145502536643185,0.3333333333333333,0.3333333333333333,0.2,0.0,509.0,3.0,1.0,0.0,154.0,0.0,1.5,1400.34,78.55199999999999,True,False,False,False,False,False,True,VIP,519769
8,16.5,0,2.0,3.0,6.0,7.0,0.0,0.5,0.3333333333333333,0.2,0.0,520.0,2.0,1.0,0.0,106.0,0.0,1.0,979.78,0.0,False,True,False,False,False,True,False,None,519774
9,33.888888888888886,1,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,False,False,False,False,False,False,False,None,519787
8,15.5,0,5.0,3.0,3.0,6.8,2.3874672772626644,0.6,0.0,0.0,0.0,419.0,5.0,0.2,0.0,205.33333333333331,0.0,1.25,2866.92,127.884,False,True,False,False,False,True,False,Frequent Traveler,519799
9,18.77777777777778,0,3.0,4.0,3.5,6.333333333333333,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,437.0,3.0,0.3333333333333333,0.0,261.5,0.0,1.0,2618.38,90.7185,True,False,False,False,True,False,False,VIP,519846
9,18.11111111111111,0,4.0,4.0,2.0,7.25,1.707825127659933,0.5,0.0,0.0,0.0,421.0,3.0,0.5,0.0,230.25,0.0,1.3333333333333333,2639.51,0.0,True,False,False,False,False,True,False,None,519848
8,11.125,0,2.0,1.0,2.0,5.0,1.4142135623730951,1.0,0.0,0.0,0.0,356.0,2.0,0.5,0.5,290.0,0.0,1.0,795.6,14.456,False,True,False,False,False,True,False,None,519853
8,13.375,0,5.0,4.0,6.5,8.8,4.816637831516919,0.2,0.25,0.05,0.0,372.0,4.0,0.6,0.2,205.0,0.0,1.25,4164.74,87.102,True,False,False,False,False,False,True,Frequent Traveler,519859
8,16.875,0,2.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,0.5,445.0,2.0,0.5,0.0,225.33333333333331,0.5,1.0,1678.3200000000002,0.0,True,False,False,False,False,True,False,None,519885
8,21.0,0,3.0,4.0,3.75,6.666666666666667,2.081665999466133,0.6666666666666666,0.5,0.2,0.0,370.0,3.0,0.6666666666666666,0.3333333333333333,78.5,0.3333333333333333,1.0,1385.8,0.0,False,True,False,False,False,True,False,None,519888
9,23.11111111111111,0,3.0,4.0,2.75,8.666666666666666,1.1547005383792517,1.0,0.0,0.0,0.0,475.0,2.0,0.6666666666666666,0.0,159.75,0.0,1.0,3411.72,0.0,False,True,False,False,False,True,False,VIP,519893
9,27.444444444444443,0,3.0,3.0,9.0,88.0,142.02816622064793,0.3333333333333333,0.6666666666666666,0.15,0.3333333333333333,147.0,3.0,0.3333333333333333,0.0,193.0,0.3333333333333333,1.0,6712.78,0.0,True,False,False,False,False,True,False,VIP,519896
8,7.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519897
8,13.875,0,2.0,2.0,3.0,7.0,1.4142135623730951,0.0,0.0,0.0,0.0,407.0,2.0,0.5,0.5,401.0,0.0,1.0,1514.21,0.0,False,True,False,False,False,True,False,None,519905
9,19.88888888888889,0,6.0,6.0,4.0,6.166666666666667,1.7224014243685084,0.1666666666666666,0.0,0.0,0.0,418.0,6.0,0.1666666666666666,0.0,136.83333333333334,0.1666666666666666,1.5,2700.54,10.186,True,False,False,False,False,False,True,Frequent Traveler,519911
8,17.25,0,4.0,4.0,2.5,8.0,2.160246899469287,0.5,0.0,0.0,0.0,470.0,4.0,0.5,0.0,184.25,0.0,1.0,1613.38,20.9655,True,False,False,False,False,True,False,None,519912
9,9.333333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,None,519943
