trip_id,hotel_name,nights,rooms,check_in_time,check_out_time,hotel_per_room_usd,stay_duration_calc,stay_calc
506250-134d680a8ca64d99aba801607c3ed32d,Radisson  - san antonio,-1,1,2023-07-08 11:34:58.980,2023-07-07 11:00:00,161,-2 days +23:25:01.020000,-2
506427-4ac856ced2ef44a3841557a101b0eb27,Hilton - san antonio,0,1,2023-02-06 15:29:28.995,2023-02-07 11:00:00,283,0 days 19:30:31.005000,0
506611-3328c33c587443c885e9dc899e73bb08,Choice Hotels - san antonio,0,1,2023-02-28 16:58:04.665,2023-03-01 11:00:00,248,0 days 18:01:55.335000,0
506652-5669f9974a9940eb9825f2e443afa349,Accor - dallas,0,2,2023-02-03 09:55:40.935,2023-02-03 11:00:00,118,0 days 01:04:19.065000,0
507273-1f206b35cb074a938304ae0ce182856d,Marriott  - tucson,0,1,2023-03-24 17:18:09.495,2023-03-25 11:00:00,285,0 days 17:41:50.505000,0
507728-ddaf5f8dbbf04746866992bc588b7578,Radisson  - las vegas,0,1,2023-02-09 17:45:12.330,2023-02-10 11:00:00,621,0 days 17:14:47.670000,0
507759-b67459329f5a418884443d574104bfdc,Choice Hotels - san diego,0,1,2023-01-15 11:18:33.750,2023-01-15 11:00:00,286,-1 days +23:41:26.250000,-1
507773-4a24000fce1045d2a48c068a02ed630a,Crowne Plaza - fresno,0,1,2023-04-01 20:06:13.185,2023-04-02 11:00:00,343,0 days 14:53:46.815000,0
508153-b4fb123454eb4c339a3cc721e7ebddf0,Wyndham - los angeles,0,3,2023-05-04 16:58:22.800,2023-05-05 11:00:00,115,0 days 18:01:37.200000,0
508693-7d41f30e429a4c388a45cd2631266d45,Radisson  - quebec,0,1,2023-07-24 13:49:20.010,2023-07-25 11:00:00,202,0 days 21:10:39.990000,0
508940-65e9b9e6195547a2a95d3b71554a389d,Shangri-La - fresno,0,1,2023-06-18 19:43:12.360,2023-06-19 11:00:00,102,0 days 15:16:47.640000,0
508973-c7e0b007150d4d6f878f99f2a660ea1c,Four Seasons - indianapolis,-1,2,2023-02-12 12:44:56.580,2023-02-12 11:00:00,61,-1 days +22:15:03.420000,-1
509302-f02a8aa90f564973b3c1d6ee127a300b,Marriott  - new york,0,1,2023-05-25 10:43:37.065,2023-05-25 11:00:00,173,0 days 00:16:22.935000,0
509765-8537bc8595b04b7ca49981fdc66172c0,Extended Stay  - new york,0,1,2023-06-16 17:58:03.945,2023-06-17 11:00:00,76,0 days 17:01:56.055000,0
510079-3e17db9325bf470fbb939d729efcbe10,Radisson  - denver,0,1,2023-05-08 13:14:57.525,2023-05-09 11:00:00,82,0 days 21:45:02.475000,0
510694-e83e10965b3345f5bb2699347d47f224,Aman Resorts - nashville,0,1,2023-05-15 19:25:48.360,2023-05-16 11:00:00,76,0 days 15:34:11.640000,0
510700-32be59e5f9a54e2d978f8c81cf8e8bbb,Wyndham - washington,0,1,2023-01-28 13:23:56.625,2023-01-29 11:00:00,181,0 days 21:36:03.375000,0
510754-0e8bafb97d384ad2ad79f00d653443d8,NH Hotel  - toronto,0,1,2023-03-15 16:12:49.365,2023-03-16 11:00:00,168,0 days 18:47:10.635000,0
510779-dbb31caf9f8e4268be79c307e2c7b4ae,Accor - fresno,0,2,2023-05-19 17:55:25.275,2023-05-20 11:00:00,135,0 days 17:04:34.725000,0
510836-21a5e9dc6dc84f5da66d9f345cd1ca30,Four Seasons - new york,0,1,2023-07-22 10:32:13.965,2023-07-22 11:00:00,144,0 days 00:27:46.035000,0
510836-ee3fca4287fa4bccbc430ef588336936,Conrad  - philadelphia,0,1,2023-01-12 10:21:19.440,2023-01-12 11:00:00,69,0 days 00:38:40.560000,0
510841-9155c7d9fe3f47388daea4fd0a9a03c0,Hyatt - detroit,0,1,2023-01-20 10:00:15.075,2023-01-20 11:00:00,292,0 days 00:59:44.925000,0
510953-36800482e0d6470d96384fc3b08a0472,Extended Stay  - dallas,0,2,2023-03-13 12:21:19.755,2023-03-14 11:00:00,165,0 days 22:38:40.245000,0
510961-74fd21cd3e054ee39ebc932dcac24b87,Starwood  - austin,0,1,2023-05-17 10:51:30.645,2023-05-17 11:00:00,368,0 days 00:08:29.355000,0
511066-4f55fca325ad46308aaab22d473d955c,Choice Hotels - new york,0,2,2023-03-19 10:20:02.715,2023-03-19 11:00:00,79,0 days 00:39:57.285000,0
511125-febdebea991c40d8bb9bd86242fc8c51,Starwood  - new york,0,1,2023-01-17 09:53:14.145,2023-01-17 11:00:00,118,0 days 01:06:45.855000,0
511364-12f2a3cfd93143aab233905258179e65,Hilton - calgary,0,1,2023-02-16 18:05:46.995,2023-02-17 11:00:00,95,0 days 16:54:13.005000,0
511397-468601f3c9fd434a86fddc6fb1d0b893,Fairmont - chicago,0,1,2023-02-11 16:27:17.775,2023-02-12 11:00:00,461,0 days 18:32:42.225000,0
511397-7c5cd2562aa8488aa6b196ed934560e8,Hilton - los angeles,0,1,2023-06-06 22:57:24.300,2023-06-07 11:00:00,146,0 days 12:02:35.700000,0
511433-775cd0487872464ab2150bb2e741ad6d,Hyatt - new york,0,2,2023-06-29 12:54:07.785,2023-06-30 11:00:00,121,0 days 22:05:52.215000,0
511560-db728f71736a46458a2c81411f6bcee9,InterContinental  - baltimore,0,2,2023-04-09 20:14:57.570,2023-04-10 11:00:00,303,0 days 14:45:02.430000,0
511567-c76af60a19b94d3d96b124aa99821c41,Rosewood - ottawa,0,1,2023-06-03 13:26:08.250,2023-06-04 11:00:00,433,0 days 21:33:51.750000,0
511577-f0b88a519f0b4724b7b7edd3bce2ccd7,Best Western - new york,0,1,2023-03-18 19:57:17.775,2023-03-19 11:00:00,327,0 days 15:02:42.225000,0
511726-bc93d2c0a3f94a6eb1d6e90797cd64a9,Aman Resorts - new york,0,1,2023-02-10 09:34:08.760,2023-02-10 11:00:00,19,0 days 01:25:51.240000,0
511800-b4e5c2443934463292372c9527c938b9,Crowne Plaza - austin,0,1,2023-01-27 20:57:51.345,2023-01-28 11:00:00,218,0 days 14:02:08.655000,0
511805-2aa728f415d94001831f15c16f38f57e,Wyndham - oklahoma city,0,1,2023-01-29 11:22:57.855,2023-01-29 11:00:00,160,-1 days +23:37:02.145000,-1
511811-de5f8ca0c1124b4a89d9470ed23a274f,Banyan Tree  - boston,0,1,2023-04-05 12:07:19.110,2023-04-06 11:00:00,103,0 days 22:52:40.890000,0
511860-1eeac91e8c084c72b348b210c3421462,NH Hotel  - montreal,0,1,2023-02-05 10:06:35.820,2023-02-05 11:00:00,246,0 days 00:53:24.180000,0
511860-e4042f6442d14642a0531068ee326347,Wyndham - toronto,0,1,2023-05-18 10:28:44.265,2023-05-18 11:00:00,122,0 days 00:31:15.735000,0
511884-9deebc37c6594b789635626b5ec5f213,Banyan Tree  - new york,0,1,2023-01-30 15:58:03.945,2023-01-31 11:00:00,75,0 days 19:01:56.055000,0
511936-e6ba2e79bcb1418886252cdf7f73cf70,Fairmont - winnipeg,0,1,2023-01-17 17:51:22.050,2023-01-18 11:00:00,165,0 days 17:08:37.950000,0
511943-51b272bb73ed4eafb231452a16dbd438,Wyndham - nashville,0,1,2023-01-12 10:39:25.380,2023-01-12 11:00:00,111,0 days 00:20:34.620000,0
511996-969bbd18dba448fa8e67a2229ff75b62,Fairmont - toronto,0,1,2023-05-05 17:38:18.870,2023-05-06 11:00:00,112,0 days 17:21:41.130000,0
511998-a2cfa86a94fc4ca89867fe8cbac6d835,Crowne Plaza - denver,0,1,2023-07-13 14:47:49.515,2023-07-14 11:00:00,85,0 days 20:12:10.485000,0
512028-58faf3775cc54f82860bfbdc0d78250e,Choice Hotels - vancouver,0,1,2023-01-26 13:53:40.515,2023-01-27 11:00:00,101,0 days 21:06:19.485000,0
512060-ab5f187306d446fb8f32c62e54da19d8,Radisson  - san diego,0,1,2023-01-16 09:58:06.510,2023-01-16 11:00:00,120,0 days 01:01:53.490000,0
512078-a401bceb9a34464292e1270a46cbe8b2,Starwood  - los angeles,0,1,2023-05-24 09:04:21.000,2023-05-24 11:00:00,214,0 days 01:55:39,0
512204-d839c9d4a9ad4bda914a249b531e4f18,Accor - vancouver,0,1,2023-04-06 23:03:20.925,2023-04-07 11:00:00,69,0 days 11:56:39.075000,0
512243-a08d4c7a90eb42bea0569fb961f9aed0,Conrad  - san francisco,0,1,2023-03-02 14:36:31.410,2023-03-03 11:00:00,381,0 days 20:23:28.590000,0
512266-582b9adc6da0473590f992431b738fd2,Best Western - chicago,0,1,2023-01-18 10:21:26.415,2023-01-18 11:00:00,191,0 days 00:38:33.585000,0
512283-d71ba1e8d4ec4535980ececff34fc8aa,Radisson  - tucson,-1,1,2023-04-11 13:21:16.740,2023-04-11 11:00:00,173,-1 days +21:38:43.260000,-1
512294-253f426dd1bb4bfaa5b080c4f19e07e2,Hyatt - san diego,0,1,2023-05-17 20:37:10.065,2023-05-18 11:00:00,64,0 days 14:22:49.935000,0
512294-92557b197bbc4e0d99aed52bf04a5648,Wyndham - new york,0,1,2023-02-01 20:50:51.360,2023-02-02 11:00:00,469,0 days 14:09:08.640000,0
512303-deab68b8f9e84527a932faaa122364df,Hilton - phoenix,0,2,2023-07-03 15:13:42.960,2023-07-04 11:00:00,85,0 days 19:46:17.040000,0
512362-4c84a81683134a7195257876e94eb89e,Radisson  - fresno,0,1,2023-01-27 12:28:42.105,2023-01-28 11:00:00,91,0 days 22:31:17.895000,0
512419-9462da83473f44b295fbb852a501a0f0,Hilton - calgary,0,1,2023-06-05 12:35:53.385,2023-06-06 11:00:00,257,0 days 22:24:06.615000,0
512419-fd152b49f8e54c7d8058b68daf47c2c3,Extended Stay  - new york,0,3,2023-02-02 12:40:43.050,2023-02-03 11:00:00,141,0 days 22:19:16.950000,0
512463-4f25e637f1964761af0d10707c591516,Starwood  - san antonio,0,2,2023-01-29 11:34:58.980,2023-01-29 11:00:00,384,-1 days +23:25:01.020000,-1
512556-a3f72c1ce2ad466f920991194f895359,Best Western - baltimore,0,1,2023-04-01 17:29:40.200,2023-04-02 11:00:00,168,0 days 17:30:19.800000,0
512589-0873ddbb4e6a474f99f072324bf31503,Hilton - detroit,0,1,2023-01-21 14:26:35.070,2023-01-22 11:00:00,141,0 days 20:33:24.930000,0
512589-306ff08f05de4245ae8bed9214542888,Hilton - chicago,0,1,2023-02-23 18:56:55.455,2023-02-24 11:00:00,100,0 days 16:03:04.545000,0
512631-9611657ea3494b81b81ab22faf6afe7b,InterContinental  - indianapolis,0,1,2023-01-13 13:30:36.990,2023-01-14 11:00:00,143,0 days 21:29:23.010000,0
512655-844412c05eb64c1085869f6a70e038b0,Radisson  - washington,0,1,2023-03-10 18:07:41.430,2023-03-11 11:00:00,147,0 days 16:52:18.570000,0
512671-3e915e3319bb4cfaa44a2e13add27fb3,Starwood  - dallas,0,1,2023-01-14 10:49:47.370,2023-01-14 11:00:00,552,0 days 00:10:12.630000,0
512695-a8b9b83f65df456393ffd4db9b70c9d5,Radisson  - ottawa,0,1,2023-07-08 11:06:50.760,2023-07-08 11:00:00,160,-1 days +23:53:09.240000,-1
512706-12597feb6dc24b0e968ad53a6570061f,Rosewood - los angeles,0,1,2023-06-02 16:29:55.860,2023-06-03 11:00:00,296,0 days 18:30:04.140000,0
512791-d1b8e7b17e114b1ba9cd48989d69e0c2,Starwood  - new york,0,2,2023-03-16 12:31:38.010,2023-03-17 11:00:00,180,0 days 22:28:21.990000,0
512801-9f218df4f54648129e895e1cebccacf8,Accor - calgary,0,1,2023-01-28 12:25:39.495,2023-01-29 11:00:00,310,0 days 22:34:20.505000,0
512801-a6ff8a3c2b954d1aadf38ba36e053e3a,Shangri-La - baltimore,0,1,2023-03-20 13:40:29.820,2023-03-21 11:00:00,117,0 days 21:19:30.180000,0
512922-6d94cd290bb447e8828e82f0a643805a,Fairmont - nashville,0,1,2023-01-20 12:50:20.715,2023-01-21 11:00:00,195,0 days 22:09:39.285000,0
512976-301f0219b8c14a88b0e05dd3982fc477,Fairmont - new york,0,1,2023-01-15 13:58:03.945,2023-01-16 11:00:00,178,0 days 21:01:56.055000,0
513126-3537582efb544294b4c0a1fe4f22bd0f,Rosewood - toronto,0,1,2023-03-04 13:21:38.250,2023-03-05 11:00:00,181,0 days 21:38:21.750000,0
513236-a9d130334a1e495e9e14d4e86ccee08f,Wyndham - toronto,0,1,2023-04-25 16:41:30.660,2023-04-26 11:00:00,220,0 days 18:18:29.340000,0
513322-f994d5f0fc504c3abaf65fb9f50449ec,Hilton - phoenix,0,1,2023-05-25 17:20:46.995,2023-05-26 11:00:00,101,0 days 17:39:13.005000,0
513338-229b262e68bb4b09966890ebaaec100a,Rosewood - edmonton,0,1,2023-04-17 11:58:19.245,2023-04-17 11:00:00,64,-1 days +23:01:40.755000,-1
513381-82175fe0977a43c3906c32f2d6a50865,Accor - san francisco,0,1,2023-01-25 13:23:00.555,2023-01-26 11:00:00,55,0 days 21:36:59.445000,0
513387-8f228a53cc704b1985c59f2acf470d4b,Conrad  - indianapolis,0,2,2023-03-11 09:21:25.425,2023-03-11 11:00:00,236,0 days 01:38:34.575000,0
513402-4768fb233c484ef78057051af2c3907b,Hilton - columbus,0,1,2023-01-18 13:03:41.040,2023-01-19 11:00:00,520,0 days 21:56:18.960000,0
513422-4693745d9ab54023b9c820756f72605e,Rosewood - detroit,0,1,2023-01-14 10:54:20.835,2023-01-14 11:00:00,356,0 days 00:05:39.165000,0
513555-007ea4d96ef24124bd57fda65f3c40da,Choice Hotels - new york,-1,1,2023-04-01 17:51:22.500,2023-04-01 11:00:00,110,-1 days +17:08:37.500000,-1
513582-cf698dff4dc3424c859466d1faeb2782,Fairmont - toronto,0,1,2023-01-15 18:23:44.385,2023-01-16 11:00:00,207,0 days 16:36:15.615000,0
513761-6fd9bd8d6ce243d484fbbcd047e3500f,Marriott  - dallas,0,1,2023-02-15 15:30:05.490,2023-02-16 11:00:00,191,0 days 19:29:54.510000,0
513826-1a3117b2ab2d4d0d9f455991fa560cd8,Wyndham - los angeles,0,1,2023-02-02 10:25:57.630,2023-02-02 11:00:00,178,0 days 00:34:02.370000,0
513844-fd7c7c3aa89f46d29122a1d7f3e43c8d,Wyndham - houston,0,1,2023-04-27 09:50:54.060,2023-04-27 11:00:00,378,0 days 01:09:05.940000,0
513853-5e545b23e3bb455bbab5e09588b4453b,Choice Hotels - houston,0,1,2023-02-03 12:19:37.290,2023-02-04 11:00:00,150,0 days 22:40:22.710000,0
514071-ac5f256c49254bb1ab7d2f150dd9b652,Aman Resorts - montreal,0,1,2023-03-15 13:39:37.575,2023-03-16 11:00:00,470,0 days 21:20:22.425000,0
514132-47386abfc9714257b7e6aa67d622ce1f,Hyatt - phoenix,0,1,2023-01-30 13:45:34.065,2023-01-31 11:00:00,104,0 days 21:14:25.935000,0
514167-aba6fd58099f4b10a40aa81f7495be06,Conrad  - new york,0,1,2023-03-19 22:19:20.055,2023-03-20 11:00:00,59,0 days 12:40:39.945000,0
514210-e3c06714064246a6afdf3005396f8216,Wyndham - tucson,0,1,2023-01-28 16:46:13.530,2023-01-29 11:00:00,183,0 days 18:13:46.470000,0
514261-7e2c8b28c661491388e207907cb35de2,Best Western - san antonio,0,1,2023-05-07 18:51:53.910,2023-05-08 11:00:00,183,0 days 16:08:06.090000,0
514275-349724de73bf4991a7779abe5024b3c0,Banyan Tree  - edmonton,-1,2,2023-03-05 15:39:45.180,2023-03-05 11:00:00,246,-1 days +19:20:14.820000,-1
514344-2710c37471204d0bb9b676c8a69085df,Choice Hotels - san diego,0,1,2023-03-11 16:11:05.505,2023-03-12 11:00:00,147,0 days 18:48:54.495000,0
514515-e8f83d4c6c404e318fd116def80120f5,Conrad  - ottawa,0,2,2023-03-14 20:26:23.100,2023-03-15 11:00:00,75,0 days 14:33:36.900000,0
514526-d022a00cc5d64b7dbff4716966f0f3a6,Aman Resorts - chicago,0,1,2023-02-09 10:44:35.700,2023-02-09 11:00:00,294,0 days 00:15:24.300000,0
514526-f60d91d6ce734fff985666a4098ef29a,Hilton - boston,0,1,2023-03-05 14:03:47.160,2023-03-06 11:00:00,140,0 days 20:56:12.840000,0
514627-69b43cbd787140589b739859b6c1dd57,Rosewood - chicago,-1,2,2023-03-19 12:49:25.860,2023-03-19 11:00:00,182,-1 days +22:10:34.140000,-1
514660-c4576e6f16694dd0ad3c46a512126245,NH Hotel  - new york,0,1,2023-02-21 13:19:20.055,2023-02-22 11:00:00,220,0 days 21:40:39.945000,0
514660-ef5e14d8a2a04e4fb375b86a298e5fa8,Hilton - baltimore,0,2,2023-04-10 13:00:42.435,2023-04-11 11:00:00,88,0 days 21:59:17.565000,0
514785-104c05848fcc42e29a5347cdd9015c2a,Four Seasons - columbus,0,1,2023-03-01 12:53:51.900,2023-03-02 11:00:00,265,0 days 22:06:08.100000,0
515013-5e0ba9f8db1b4016a8cf87ffe163d1bd,Shangri-La - boston,0,2,2023-02-03 10:43:32.250,2023-02-03 11:00:00,176,0 days 00:16:27.750000,0
515058-c12b689e591f45a088441b8730f5a3db,Rosewood - fort worth,0,1,2023-03-12 19:50:57.390,2023-03-13 11:00:00,99,0 days 15:09:02.610000,0
515131-dddae47125914b3bb92b955a51d20e7b,Best Western - philadelphia,0,1,2023-01-29 20:59:12.345,2023-01-30 11:00:00,106,0 days 14:00:47.655000,0
515182-336047f07c0e43729bd04381329f9678,Banyan Tree  - quebec,-1,1,2023-03-25 12:18:46.935,2023-03-25 11:00:00,237,-1 days +22:41:13.065000,-1
515258-efcd88e1664f41f6b24b7c1bb92fc465,Rosewood - toronto,0,1,2023-01-25 18:29:36.330,2023-01-26 11:00:00,273,0 days 16:30:23.670000,0
515271-077868429b2a49d58ef7d0054624ec1f,Choice Hotels - los angeles,0,1,2023-05-17 17:59:51.540,2023-05-18 11:00:00,81,0 days 17:00:08.460000,0
515330-8a234cca61714622b1d933bd1bfd7933,Choice Hotels - vancouver,0,2,2023-01-31 12:57:43.965,2023-02-01 11:00:00,112,0 days 22:02:16.035000,0
515398-67ea9f5ea2924784a53c1aba0f622143,Hyatt - chicago,0,2,2023-05-13 10:27:17.775,2023-05-13 11:00:00,162,0 days 00:32:42.225000,0
515421-18074ab145984900a12cfaf66e15459f,Marriott  - san antonio,0,1,2023-01-22 13:53:12.345,2023-01-23 11:00:00,62,0 days 21:06:47.655000,0
515578-03bfa67123d94756ae981748f4add688,Marriott  - detroit,0,1,2023-01-13 19:12:17.280,2023-01-14 11:00:00,245,0 days 15:47:42.720000,0
515578-ba36df0c94774551ad8ad4e95671af88,Radisson  - quebec,0,1,2023-05-07 19:18:11.205,2023-05-08 11:00:00,78,0 days 15:41:48.795000,0
515666-5fcfa9b281a649deaec304fdda965fb3,Radisson  - san diego,0,1,2023-06-19 17:56:31.155,2023-06-20 11:00:00,112,0 days 17:03:28.845000,0
515684-3f253a7de2da4fedb9a2013227bec863,Choice Hotels - montreal,0,1,2023-01-15 15:39:37.575,2023-01-16 11:00:00,343,0 days 19:20:22.425000,0
515694-7efa0b2c9e52443d99d9c25053447703,Hilton - memphis,0,1,2023-03-09 15:22:18.885,2023-03-10 11:00:00,61,0 days 19:37:41.115000,0
515735-6bfc72a703ab4eb1a739c956f833526e,Fairmont - san diego,0,1,2023-02-12 12:28:29.865,2023-02-13 11:00:00,119,0 days 22:31:30.135000,0
515751-e10d0f90fb3647098bc3c9cf531c1e86,Banyan Tree  - memphis,-1,1,2023-01-17 17:56:12.885,2023-01-17 11:00:00,116,-1 days +17:03:47.115000,-1
515835-da3df52f32e7490a9094824b5ce28984,NH Hotel  - denver,-1,2,2023-04-01 12:16:26.805,2023-04-01 11:00:00,626,-1 days +22:43:33.195000,-1
515947-54c3821aac3a4a408c60bb33fe70e5cf,Best Western - nashville,-1,1,2023-04-20 13:32:04.785,2023-04-20 11:00:00,248,-1 days +21:27:55.215000,-1
516006-e02e8b9fe8f04585ae3edf24276a10be,Shangri-La - denver,0,1,2023-01-16 10:36:34.065,2023-01-16 11:00:00,66,0 days 00:23:25.935000,0
516144-6b24c56a4ed94d3283a455eb65994238,Accor - new york,0,1,2023-05-15 17:15:42.120,2023-05-16 11:00:00,100,0 days 17:44:17.880000,0
516144-b37468fab36b49d6b035d123ea8e6f49,Starwood  - san jose,0,1,2023-02-01 10:54:12.690,2023-02-01 11:00:00,488,0 days 00:05:47.310000,0
516178-c6cc322a85ef4a24b007de1c7054202d,Fairmont - winnipeg,0,1,2023-02-03 11:20:43.710,2023-02-03 11:00:00,99,-1 days +23:39:16.290000,-1
516216-d38c352c4c2143209cb13e5a00953d24,Accor - san antonio,0,1,2023-03-22 11:59:12.345,2023-03-22 11:00:00,294,-1 days +23:00:47.655000,-1
516251-9fc391c361a14578960d716a6a4bdb4e,Wyndham - fort worth,0,1,2023-03-07 13:03:18.045,2023-03-08 11:00:00,126,0 days 21:56:41.955000,0
516251-bcf75616755f4cd7ba29c15d5dd1caf6,Choice Hotels - washington,0,1,2023-04-17 18:57:40.050,2023-04-18 11:00:00,140,0 days 16:02:19.950000,0
516283-ade2a80be70e446092a6882d4858db02,Four Seasons - houston,0,1,2023-03-23 20:03:48.015,2023-03-24 11:00:00,171,0 days 14:56:11.985000,0
516418-28d410f370fa4f33a2ce45aac412e328,InterContinental  - charlotte,0,1,2023-02-01 11:51:35.010,2023-02-01 11:00:00,97,-1 days +23:08:24.990000,-1
516420-60c5192eeb2a40a08f0f7f0cbb48cbeb,Fairmont - columbus,0,1,2023-01-19 13:15:15.255,2023-01-20 11:00:00,191,0 days 21:44:44.745000,0
516456-2a5e97d1772641dda4fb5fe66eeaa74e,Best Western - new york,0,1,2023-06-20 17:12:04.095,2023-06-21 11:00:00,228,0 days 17:47:55.905000,0
516456-c3857bb7e89a4a4e83d29f50c70ea3e3,Conrad  - toronto,0,1,2023-02-27 12:34:46.875,2023-02-28 11:00:00,102,0 days 22:25:13.125000,0
516528-7d9ebdf4d8734e4fa4e7033744f325c0,Aman Resorts - columbus,0,1,2023-02-03 13:33:12.555,2023-02-04 11:00:00,90,0 days 21:26:47.445000,0
516571-0d102fb08fa8495dbeaf04364884d112,Banyan Tree  - san francisco,0,1,2023-04-19 19:10:34.770,2023-04-20 11:00:00,185,0 days 15:49:25.230000,0
516616-de3eb33dbe4e4e0bafbcbc0017c2cd46,Banyan Tree  - fresno,-1,1,2023-01-16 20:56:32.325,2023-01-16 11:00:00,78,-1 days +14:03:27.675000,-1
516739-178c9727f5dc4951a6e556b3c08f336c,Shangri-La - memphis,0,1,2023-01-17 15:34:10.200,2023-01-18 11:00:00,356,0 days 19:25:49.800000,0
516808-31d9b6640dcf4f24ab8cd297b0ab483e,Shangri-La - toronto,0,2,2023-02-18 15:21:38.250,2023-02-19 11:00:00,58,0 days 19:38:21.750000,0
516827-c23e4373a2944bddb817045d738e662c,Banyan Tree  - los angeles,0,1,2023-02-20 09:29:55.860,2023-02-20 11:00:00,260,0 days 01:30:04.140000,0
516933-78b6f968349a481c92906779d849ce22,InterContinental  - winnipeg,-1,1,2023-01-30 20:35:10.185,2023-01-30 11:00:00,137,-1 days +14:24:49.815000,-1
517119-d3625f15005845aead476327ddc06147,Rosewood - chicago,0,1,2023-02-15 12:34:04.035,2023-02-16 11:00:00,168,0 days 22:25:55.965000,0
517403-00a6d927bda340fbb94b1b454210b3a0,Best Western - new york,0,1,2023-05-02 18:43:43.365,2023-05-03 11:00:00,125,0 days 16:16:16.635000,0
517403-1255624bfd7542cca8a2e88924d72388,Extended Stay  - houston,0,1,2023-01-16 11:38:23.730,2023-01-16 11:00:00,129,-1 days +23:21:36.270000,-1
517415-4eb044d0399040d797bcee743eff980e,Accor - indianapolis,0,2,2023-01-14 18:42:50.445,2023-01-15 11:00:00,175,0 days 16:17:09.555000,0
517438-499ffe05ff3f4d43b5143eb43253f7dc,Fairmont - san antonio,0,2,2023-03-21 17:38:02.265,2023-03-22 11:00:00,226,0 days 17:21:57.735000,0
517486-a4269179330d4f448a03f4a87c768881,Accor - new york,0,1,2023-01-21 13:58:37.965,2023-01-22 11:00:00,181,0 days 21:01:22.035000,0
517491-2663ddf2ad7e4566a8f5a6e4e9d15762,Banyan Tree  - new york,0,1,2023-07-03 14:32:13.965,2023-07-04 11:00:00,63,0 days 20:27:46.035000,0
517491-7ae59d7e1f1141bfbe2bed4ba68c8540,Shangri-La - new york,0,1,2023-04-24 10:32:13.965,2023-04-24 11:00:00,42,0 days 00:27:46.035000,0
517549-cce8fe9323594f188e289b0633d6a5a8,Shangri-La - fort worth,0,1,2023-01-20 13:57:49.095,2023-01-21 11:00:00,161,0 days 21:02:10.905000,0
517674-c84b637d8aee494d8858532ea1bd0ec2,Hyatt - nashville,-1,2,2023-02-17 13:36:28.620,2023-02-17 11:00:00,138,-1 days +21:23:31.380000,-1
517732-9f5d6a62cd4647bc93f5d4aa8402d9d5,Crowne Plaza - new york,-1,1,2023-01-19 13:52:45.840,2023-01-19 11:00:00,158,-1 days +21:07:14.160000,-1
517743-d39720d96ad64c819723aaf993f08a2b,Shangri-La - calgary,0,1,2023-02-13 20:05:46.995,2023-02-14 11:00:00,140,0 days 14:54:13.005000,0
517803-827de357303a4cf88a80f492637cea49,Extended Stay  - quebec,0,1,2023-01-17 21:12:01.215,2023-01-18 11:00:00,266,0 days 13:47:58.785000,0
517803-8dc60805d0504858856d077af7af3563,Banyan Tree  - austin,-1,1,2023-05-06 12:29:34.575,2023-05-06 11:00:00,89,-1 days +22:30:25.425000,-1
517825-4151a668cd5d4f61849932aacbd1e044,InterContinental  - new york,0,1,2023-04-18 12:29:44.520,2023-04-19 11:00:00,44,0 days 22:30:15.480000,0
517847-a860da1bd481433eba3ae34d6cca9316,Fairmont - chicago,0,1,2023-03-09 10:47:46.410,2023-03-09 11:00:00,200,0 days 00:12:13.590000,0
518012-e5dbb70d3bbc4d57aa3ddd899213d219,Fairmont - calgary,0,1,2023-01-31 14:34:16.680,2023-02-01 11:00:00,85,0 days 20:25:43.320000,0
518092-e072473b87df4ba380a604f5724c1b27,NH Hotel  - fresno,0,1,2023-02-03 19:57:17.775,2023-02-04 11:00:00,143,0 days 15:02:42.225000,0
518196-1bd0e786bef54afcbe389b45dd168dba,Four Seasons - chicago,0,1,2023-01-16 17:41:16.710,2023-01-17 11:00:00,184,0 days 17:18:43.290000,0
518281-0f085511e9cc432198c53e56791c7944,Extended Stay  - houston,0,1,2023-02-06 12:12:17.865,2023-02-07 11:00:00,248,0 days 22:47:42.135000,0
518324-322ae705590744379ae7f288e2f4b9a9,Extended Stay  - houston,-1,1,2023-01-16 11:24:43.875,2023-01-15 11:00:00,140,-2 days +23:35:16.125000,-2
518324-eb0bdf89025d49b594c9c8b80d970524,Aman Resorts - columbus,0,1,2023-02-15 10:50:04.830,2023-02-15 11:00:00,167,0 days 00:09:55.170000,0
518516-358ca822ff5b46158499c195dd960355,Marriott  - montreal,0,1,2023-02-18 13:39:37.575,2023-02-19 11:00:00,113,0 days 21:20:22.425000,0
518527-8be48202730b41dfb116591d401cda74,Accor - milwaukee,-1,2,2023-01-24 11:46:15.960,2023-01-23 11:00:00,140,-2 days +23:13:44.040000,-2
518579-6998100216fe49bd935e8b2c21061d2c,Wyndham - memphis,0,1,2023-04-11 18:45:22.725,2023-04-12 11:00:00,94,0 days 16:14:37.275000,0
518639-b1d734d9e43344058813fa35c7e207ad,Wyndham - san antonio,0,1,2023-01-22 10:42:49.860,2023-01-22 11:00:00,96,0 days 00:17:10.140000,0
518722-eb3b3497316e41e4966a05971a4f1cf2,Accor - boston,0,1,2023-01-24 18:47:56.850,2023-01-25 11:00:00,79,0 days 16:12:03.150000,0
518751-e0bb4077d8254b638385268b3cfd4518,Banyan Tree  - ottawa,0,1,2023-01-17 14:20:12.480,2023-01-18 11:00:00,210,0 days 20:39:47.520000,0
